"","time","humidity","temperature","pressure","voc","pm1.0_atm","pm2.5_atm","pm10.0_atm"
"1",2024-06-24,23.12,96.28,869.0024,NA,2.7606,3.4388,3.9082
"2",2024-06-25,39.5958395245171,76.5676077265973,872.957682020802,NA,2.29347696879643,3.00869985141159,3.32637444279346
"3",2024-06-26,38.2355430183357,74.2566995768688,877.055514809591,25,0.456953455571227,0.820641748942172,1.19126939351199
"4",2024-06-27,38.6779184247539,76.690576652602,867.314725738397,25,1.5810970464135,2.08053445850914,2.43893108298172
"5",2024-06-28,41.2974860335196,65.1941340782123,868.746717877095,25,0.802353351955307,1.02929469273743,1.21637569832402
"6",2024-06-29,45.7548746518106,64.5362116991643,879.430055710306,15.6308635097493,0.243948467966574,0.413071030640669,0.509059888579387
"7",2024-06-30,42.6383866481224,73.4408901251739,874.726509040334,2.71681502086231,0.21095966620306,0.376842837273992,0.515312934631433
"8",2024-07-01,47.2332402234637,69.8030726256983,872.996145251397,0.731578212290503,1.05221368715084,1.44951117318436,1.69256284916201
"9",2024-07-02,46.1442715700141,67.5176803394625,873.740565770863,1.00200848656294,1.17913719943423,1.77884724186704,1.96057991513437
"10",2024-07-03,50.5758426966292,67.0561797752809,875.053890449438,NA,1.34042134831461,1.98718398876405,2.21679775280899
"11",2024-07-04,46.1117318435754,65.5837988826816,880.266620111732,25,0.669518156424581,1.04409916201117,1.18094972067039
"12",2024-07-05,38.6346967559944,69.4513399153738,880.402708039492,25,1.93771509167842,2.83975317348378,3.06374471086037
"13",2024-07-06,43.2278481012658,67.9943741209564,876.073966244726,NA,2.61040787623066,3.51664556962025,3.77049929676512
"14",2024-07-07,50.7852161785216,66.8145048814505,878.176373779637,25,2.51934449093445,3.38622036262204,3.63036262203626
"15",2024-07-08,32,78.2678821879383,876.480378681627,25,1.94229312762973,2.67380084151473,3.05570126227209
"16",2024-07-09,32.409217877095,83.0139664804469,876.281815642458,25,3.12685754189944,3.90925279329609,4.20364525139665
"17",2024-07-10,25.6877697841727,86.8892086330935,875.80782733813,NA,4.13130935251799,4.90023021582734,5.13030935251799
"18",2024-07-11,21.3934659090909,93.0994318181818,873.78828125,89.79578125,16.4130113636364,20.751484375,21.8436221590909
"19",2024-07-12,24.581589958159,91.581589958159,874.071910739191,82.9766945606695,15.6370153417015,20.0505369595537,20.7358089260809
"20",2024-07-13,30.322625698324,88.0824022346369,876.041270949721,79.4011312849162,14.2396578212291,18.3672835195531,19.0885893854749
"21",2024-07-14,31.0458970792768,88.7440890125174,874.627009735744,81.8325730180807,16.5532614742698,22.0587621696801,23.2533171070932
"22",2024-07-15,27.1447178002894,86.1939218523878,874.825296671491,NA,18.4796526772793,24.5970911722142,25.7603400868307
"23",2024-07-16,24.6596343178622,88.7201125175809,875.333952180028,77.5960900140647,9.85319268635724,12.4165752461322,12.9476090014065
"24",2024-07-17,33.3016759776536,84.9748603351955,878.346494413408,74.429343575419,8.08701117318436,10.4373882681564,11.2083868715084
"25",2024-07-18,34.5006973500697,83.0041841004184,877.544281729428,82.3623570432357,23.0615829846583,33.4004184100418,37.7426359832636
"26",2024-07-19,33.6401673640167,85.1952580195258,877.802259414226,79.2269177126918,20.0292259414226,28.0251464435146,30.5901673640167
"27",2024-07-20,31.5188284518828,86.3682008368201,880.333347280335,76.9978382147838,19.8834170153417,27.5352859135286,29.8874546722455
"28",2024-07-21,28.5055710306407,85.4025069637883,881.744665738162,78.9435376044568,11.8888788300836,16.3329944289694,17.3162256267409
"29",2024-07-22,27.6072423398329,86.9540389972145,878.653245125348,80.4622841225627,24.6363579387187,36.9814693593315,43.4658217270195
"30",2024-07-23,24.5322128851541,90.7408963585434,875.699733893557,77.0862745098039,30.5366176470588,47.4036554621849,58.3984523809524
"31",2024-07-24,18.643949930459,95.7371349095967,876.304158553547,79.2096662030598,24.3214325452017,36.745090403338,43.2712656467316
"32",2024-07-25,20.7722222222222,91.1666666666667,874.623513888889,72.9029166666667,17.8669930555556,26.4119097222222,29.666375
"33",2024-07-26,23.4568245125348,85.1768802228412,872.716155988858,76.3584122562674,17.3621727019499,24.644651810585,26.8478064066852
"34",2024-07-27,36.134909596662,78.6425591098748,869.278664812239,75.923949930459,29.1826077885953,43.5465577190542,52.1333657858136
"35",2024-07-28,34.1392757660167,79.7158774373259,869.674331476323,77.0569359331476,29.0628621169916,43.580926183844,51.5009470752089
"36",2024-07-29,29.5618915159944,80.7148817802504,871.079874826147,82.9237413073713,33.8406815020862,51.4453407510431,61.2261335187761
"37",2024-07-30,25.395251396648,81.6354748603352,869.86187150838,97.1674581005587,33.6187639664804,52.7321997206704,62.8352444134078
"38",2024-07-31,33.6778242677824,79.3040446304045,875.533709902371,87.2495536959554,9.8620920502092,14.7724686192469,16.7803765690377
"39",2024-08-01,23.2865090403338,88.4311543810848,878.705424200278,93.9432684283727,1.96848400556328,2.6239916550765,2.88744089012517
"40",2024-08-02,21.3333333333333,90.3660968660969,879.727464387464,80.5778205128205,5.83533475783476,7.30060541310541,7.6919301994302
"41",2024-08-03,23.9263888888889,90.3680555555556,878.53975,74.5663055555556,14.4718472222222,19.2992638888889,20.7486666666667
"42",2024-08-04,23.5048814504881,89.8884239888424,872.999874476987,69.062119944212,11.8560739191074,15.6780962343096,16.6739191073919
"43",2024-08-05,46.6161335187761,80.3936022253129,877.866063977747,NA,11.8418358831711,15.836668984701,16.6595340751043
"44",2024-08-06,36.009735744089,86.3796940194715,877.040653685675,78.5668011126565,11.2459179415855,14.8245479833102,15.3871001390821
